id,question,label
874,Is the 3rd email body medium?,1
875,Is the 3rd email body small?,1
876,Is the 2nd email body small?,1
877,Is the 1st email body medium?,0
878,Is the 2nd email body medium?,1
879,Is the 3rd email body small?,0
880,Is the 1st email body small?,0
881,Is the 2nd email body large?,0
882,Is the 1st email body small?,1
883,Is the 3rd email body medium?,0
884,Is the 2nd email body small?,0
885,Is the 2nd email body large?,1
886,Is the 3rd email body medium?,1
887,Is the 2nd email body medium?,1
888,Is the 2nd email body small?,0
889,Is the 2nd email body large?,0
890,Is the 3rd email body small?,0
891,Is the 3rd email body medium?,0
892,Is the 1st email body large?,0
893,Is the 3rd email body medium?,1
894,Is the 1st email body small?,1
895,Is the 3rd email body medium?,1
896,Is the 2nd email body medium?,0
897,Is the 1st email body medium?,0
898,Is the 3rd email body small?,1
899,Is the 3rd email body medium?,0
900,Is the 1st email body large?,1
901,Is the 1st email body small?,0
902,Is the 2nd email body medium?,1
903,Is the 2nd email body small?,0
904,Is the 2nd email body small?,1
905,Is the 1st email body small?,1
906,Is the 2nd email body medium?,0
907,Is the 3rd email body medium?,0
908,Is the 1st email body small?,1
909,Is the 1st email body medium?,1
910,Is the 1st email body medium?,1
911,Is the 2nd email body large?,1
912,Is the 2nd email body medium?,1
913,Is the 2nd email body large?,1
914,Is the 1st email body medium?,1
915,Is the 3rd email body small?,1
916,Is the 3rd email body small?,0
917,Is the 1st email body medium?,0
918,Is the 2nd email body large?,1
919,Is the 3rd email body medium?,0
920,Is the 3rd email body small?,0
921,Is the 2nd email body small?,1
922,Is the 2nd email body large?,1
923,Is the 2nd email body medium?,0
924,Is the 1st email body medium?,1
925,Is the 1st email body large?,1
926,Is the 2nd email body medium?,1
927,Is the 2nd email body large?,1
928,Is the 1st email body small?,1
929,Is the 2nd email body medium?,0
930,Is the 1st email body large?,0
931,Is the 2nd email body small?,0
932,Is the 2nd email body small?,0
933,Is the 2nd email body large?,0
934,Is the 1st email body small?,1
935,Is the 3rd email body medium?,1
936,Is the 1st email body medium?,1
937,Is the 2nd email body medium?,1
938,Is the 1st email body medium?,1
939,Is the 3rd email body medium?,0
940,Is the 2nd email body large?,1
941,Is the 2nd email body small?,0
942,Is the 3rd email body small?,0
943,Is the 1st email body medium?,1
944,Is the 1st email body large?,1
945,Is the 3rd email body medium?,1
946,Is the 1st email body medium?,1
947,Is the 1st email body medium?,1
948,Is the 3rd email body large?,1
949,Is the 2nd email body medium?,1
950,Is the 1st email body large?,1
951,Is the 1st email body medium?,0
952,Is the 2nd email body small?,1
953,Is the 1st email body small?,1
954,Is the 1st email body medium?,1
955,Is the 1st email body small?,0
956,Is the 2nd email body large?,0
957,Is the 1st email body large?,0
958,Is the 1st email body medium?,0
959,Is the 2nd email body large?,0
960,Is the 1st email body large?,0
961,Is the 1st email body medium?,0
962,Is the 1st email body small?,0
963,Is the 3rd email body large?,1
964,Is the 1st email body large?,0
965,Is the 1st email body large?,0
966,Is the 2nd email body medium?,1
967,Is the 2nd email body large?,1
968,Is the 1st email body medium?,0
969,Is the 3rd email body medium?,0
970,Is the 2nd email body small?,1
971,Is the 3rd email body medium?,0
972,Is the 3rd email body small?,1
973,Is the 2nd email body large?,1
974,Is the 3rd email body large?,0
975,Is the 3rd email body medium?,1
976,Is the 2nd email body medium?,1
977,Is the 2nd email body large?,0
978,Is the 1st email body small?,0
979,Is the 1st email body medium?,0
980,Is the 2nd email body large?,0
981,Is the 2nd email body small?,0
982,Is the 2nd email body small?,0
983,Is the 2nd email body large?,0
984,Is the 1st email body large?,0
985,Is the 1st email body large?,1
986,Is the 2nd email body large?,1
987,Is the 1st email body small?,0
988,Is the 3rd email body large?,1
989,Is the 2nd email body large?,1
990,Is the 1st email body large?,0
991,Is the 3rd email body large?,1
992,Is the 3rd email body medium?,1
993,Is the 1st email body small?,1
994,Is the 2nd email body large?,1
995,Is the 1st email body small?,0
996,Is the 2nd email body medium?,0
997,Is the 3rd email body small?,0
998,Is the 1st email body medium?,0
999,Is the 3rd email body small?,1
1000,Is the 2nd email body medium?,1
1001,Is the 1st email body large?,1
1002,Is the 2nd email body large?,1
1003,Is the 1st email body small?,1
1004,Is the 1st email body medium?,0
1005,Is the 1st email body medium?,1
1006,Is the 1st email body small?,1
1007,Is the 3rd email body small?,0
1008,Is the 1st email body small?,0
1009,Is the 2nd email body large?,1
1010,Is the 2nd email body small?,0
1011,Is the 3rd email body medium?,1
1012,Is the 1st email body small?,1
1013,Is the 2nd email body medium?,1
1014,Is the 1st email body large?,1
1015,Is the 3rd email body small?,0
1016,Is the 2nd email body large?,0
1017,Is the 3rd email body medium?,1
1018,Is the 3rd email body small?,1
1019,Is the 1st email body large?,1
1020,Is the 2nd email body medium?,0
1021,Is the 3rd email body small?,0
1022,Is the 2nd email body large?,0
1023,Is the 2nd email body small?,0
1024,Is the 1st email body large?,0
1025,Is the 2nd email body medium?,1
1026,Is the 2nd email body small?,1
1027,Is the 2nd email body large?,1
1028,Is the 2nd email body medium?,0
1029,Is the 1st email body large?,1
1030,Is the 2nd email body medium?,1
1031,Is the 2nd email body large?,0
1032,Is the 2nd email body large?,0
1033,Is the 3rd email body large?,1
1034,Is the 2nd email body small?,1
1035,Is the 2nd email body medium?,0
1036,Is the 2nd email body small?,0
1037,Is the 2nd email body medium?,1
1038,Is the 1st email body large?,0
1039,Is the 3rd email body medium?,1
1040,Is the 2nd email body small?,1
1041,Is the 2nd email body small?,0
1042,Is the 1st email body medium?,0
1043,Is the 1st email body large?,1
1044,Is the 2nd email body medium?,1
1045,Is the 1st email body large?,0
1046,Is the 3rd email body medium?,0
1047,Is the 3rd email body medium?,1
1048,Is the 3rd email body small?,0
1049,Is the 3rd email body medium?,1
1050,Is the 3rd email body medium?,1
1051,Is the 3rd email body medium?,1
1052,Is the 2nd email body small?,1
1053,Is the 2nd email body small?,1
1054,Is the 3rd email body large?,0
1055,Is the 1st email body medium?,0
1056,Is the 1st email body small?,0
1057,Is the 3rd email body large?,1
1058,Is the 1st email body large?,0
1059,Is the 2nd email body small?,1
1060,Is the 3rd email body medium?,1
1061,Is the 2nd email body small?,1
1062,Is the 1st email body medium?,0
1063,Is the 3rd email body medium?,0
1064,Is the 3rd email body medium?,0
1065,Is the 1st email body small?,1
1066,Is the 2nd email body medium?,0
1067,Is the 1st email body medium?,1
1068,Is the 2nd email body small?,1
1069,Is the 1st email body small?,0
1070,Is the 2nd email body small?,0
1071,Is the 1st email body small?,0
1072,Is the 2nd email body large?,1
1073,Is the 2nd email body large?,1
1074,Is the 2nd email body medium?,1
1075,Is the 1st email body large?,0
1076,Is the 1st email body large?,1
1077,Is the 2nd email body large?,0
1078,Is the 2nd email body medium?,1
1079,Is the 2nd email body large?,0
1080,Is the 3rd email body medium?,1
1081,Is the 3rd email body small?,0
1082,Is the 2nd email body small?,1
1083,Is the 2nd email body medium?,0
1084,Is the 3rd email body medium?,1
1085,Is the 1st email body medium?,0
1086,Is the 2nd email body large?,0
1087,Is the 1st email body medium?,1
1088,Is the 3rd email body medium?,0
1089,Is the 3rd email body small?,0
1090,Is the 1st email body large?,0
1091,Is the 3rd email body medium?,0
1092,Is the 3rd email body small?,0
1093,Is the 2nd email body small?,0
1094,Is the 3rd email body large?,1
1095,Is the 1st email body small?,1
1096,Is the 3rd email body medium?,0
1097,Is the 1st email body medium?,1
1098,Is the 3rd email body medium?,1
1099,Is the 3rd email body large?,1
1100,Is the 2nd email body medium?,1
1101,Is the 3rd email body large?,1
1102,Is the 2nd email body large?,1
1103,Is the 1st email body large?,0
1104,Is the 1st email body large?,0
1105,Is the 1st email body small?,1
1106,Is the 3rd email body medium?,0
1107,Is the 1st email body large?,1
1108,Is the 1st email body medium?,1
1109,Is the 3rd email body small?,0
1110,Is the 1st email body medium?,0
1111,Is the 3rd email body small?,1
1112,Is the 2nd email body large?,0
1113,Is the 3rd email body large?,1
1114,Is the 1st email body medium?,1
1115,Is the 2nd email body large?,1
1116,Is the 1st email body large?,1
1117,Is the 2nd email body large?,0
1118,Is the 3rd email body small?,0
1119,Is the 2nd email body medium?,0
1120,Is the 3rd email body large?,0
1121,Is the 3rd email body medium?,1
1122,Is the 1st email body small?,0
1123,Is the 3rd email body large?,1
1124,Is the 2nd email body small?,0
1125,Is the 1st email body large?,0
1126,Is the 1st email body large?,0
1127,Is the 2nd email body small?,0
1128,Is the 2nd email body large?,0
1129,Is the 1st email body medium?,1
1130,Is the 2nd email body large?,0
1131,Is the 1st email body large?,0
1132,Is the 2nd email body large?,1
1133,Is the 1st email body large?,1
1134,Is the 3rd email body medium?,1
1135,Is the 2nd email body large?,0
1136,Is the 3rd email body medium?,0
1137,Is the 1st email body large?,1
1138,Is the 2nd email body medium?,1
1139,Is the 1st email body medium?,0
1140,Is the 3rd email body large?,0
1141,Is the 2nd email body large?,1
1142,Is the 3rd email body medium?,0
1143,Is the 2nd email body small?,1
1144,Is the 2nd email body medium?,0
1145,Is the 3rd email body small?,1
1146,Is the 3rd email body large?,1
1147,Is the 2nd email body large?,1
1148,Is the 2nd email body small?,1
1149,Is the 2nd email body small?,1
1150,Is the 2nd email body medium?,0
1151,Is the 3rd email body large?,1
1152,Is the 3rd email body medium?,1
1153,Is the 3rd email body large?,1
1154,Is the 1st email body small?,0
1155,Is the 2nd email body large?,1
1156,Is the 1st email body small?,0
1157,Is the 2nd email body medium?,1
1158,Is the 3rd email body small?,0
1159,Is the 2nd email body large?,0
1160,Is the 3rd email body medium?,1
1161,Is the 3rd email body large?,1
1162,Is the 1st email body medium?,0
1163,Is the 1st email body medium?,0
1164,Is the 1st email body small?,0
1165,Is the 1st email body small?,1
1166,Is the 3rd email body medium?,1
1167,Is the 2nd email body small?,0
1168,Is the 3rd email body small?,1
1169,Is the 2nd email body medium?,0
1170,Is the 1st email body small?,0
1171,Is the 2nd email body small?,1
1172,Is the 2nd email body small?,0
1173,Is the 1st email body small?,1
1174,Is the 2nd email body medium?,1
1175,Is the 1st email body small?,0
1176,Is the 2nd email body large?,1
1177,Is the 3rd email body large?,0
1178,Is the 1st email body large?,0
1179,Is the 1st email body large?,1
1180,Is the 1st email body medium?,0
1181,Is the 3rd email body small?,0
1182,Is the 2nd email body small?,0
1183,Is the 2nd email body small?,1
1184,Is the 1st email body small?,1
1185,Is the 2nd email body medium?,0
1186,Is the 2nd email body small?,1
1187,Is the 3rd email body small?,1
1188,Is the 2nd email body small?,1
1189,Is the 1st email body medium?,0
1190,Is the 1st email body large?,1
1191,Is the 3rd email body medium?,0
1192,Is the 1st email body medium?,0
1193,Is the 2nd email body medium?,1
1194,Is the 1st email body small?,0
1195,Is the 3rd email body small?,0
1196,Is the 1st email body large?,0
1197,Is the 3rd email body small?,1
1198,Is the 3rd email body medium?,0
1199,Is the 3rd email body small?,0
1200,Is the 1st email body small?,0
1201,Is the 1st email body small?,0
1202,Is the 1st email body large?,1
1203,Is the 1st email body medium?,1
1204,Is the 1st email body medium?,0
1205,Is the 3rd email body medium?,0
1206,Is the 3rd email body small?,0
1207,Is the 1st email body medium?,0
1208,Is the 3rd email body medium?,1
1209,Is the 3rd email body medium?,1
1210,Is the 2nd email body large?,0
1211,Is the 3rd email body small?,1
1212,Is the 3rd email body small?,0
1213,Is the 2nd email body medium?,0
1214,Is the 1st email body medium?,0
1215,Is the 2nd email body medium?,1
1216,Is the 2nd email body medium?,1
1217,Is the 1st email body medium?,1
1218,Is the 2nd email body large?,0
1219,Is the 2nd email body large?,1
1220,Is the 2nd email body small?,1
1221,Is the 3rd email body small?,1
1222,Is the 1st email body small?,1
1223,Is the 1st email body large?,0
1224,Is the 1st email body small?,0
1225,Is the 1st email body medium?,1
1226,Is the 2nd email body large?,0
1227,Is the 2nd email body small?,1
1228,Is the 1st email body large?,1
1229,Is the 2nd email body medium?,0
1230,Is the 3rd email body large?,0
1231,Is the 1st email body large?,0
1232,Is the 1st email body medium?,1
1233,Is the 2nd email body large?,0
1234,Is the 1st email body small?,0
